# x (AU), y (AU), v (AU), v_{x} (km s^{-1}), v_{y} (km s^{-1}), v_{z} (km s^{-1})
-1.228763812748653698e-02, -6.056252401402550554e-04, 1.462126396337967184e-02, 2.834896931960876998e+01, -2.433887071781379063e+01, 2.281619719737561525e+01
-1.309869022551946038e+00, -1.634214286995722132e-01, 4.175698272437186609e-01, 1.203798875895141007e+00, -5.947230347529885303e-02, -1.865731284865408401e+00
1.750981925679879168e+03, 5.877129232500019498e+03, 8.839497435705447060e+03, 9.678244102847143038e-03, -1.280507016350841427e-03, 7.996621351998094498e-03
-5.603267143030157271e-01, 7.446454013324486920e-02, 3.229605719460821311e-01, 2.425568447148328255e-01, 1.441766816310195765e+00, 5.493934087951588552e-01
-3.389073190033008132e+01, -1.775244624613915079e+01, 1.625528338598660483e+01, -2.362548813991784957e-01, -1.356013959396923929e-01, 6.053953578484604081e-02
8.301737505091912439e+00, -6.035791713266119984e+01, 7.569032014080134729e+01, -4.652291625860859037e-02, -1.213649869884992072e-01, 3.515256185905613062e-02
2.390778568497126805e-02, 4.212347277703473725e-02, 2.963781063249210090e-02, -3.920764874494708785e-01, 1.815756460052056487e-01, 2.499011316447237452e-02
-5.160101381961269773e+00, -1.144234194171717256e+01, -2.291958188679216946e+01, 3.141387447778823949e-01, 1.368473701081146743e+00, -1.096221087537811723e-01
1.401758933906270158e+03, -5.917833710789306679e+03, -1.522672436037351872e+03, 4.749436952250600530e-02, -1.149190783049315046e-01, 8.971988770133903016e-03
-2.122671294740337625e-02, -1.516497759423079961e-02, 3.113110171175247770e-02, -4.114248368819385604e+00, -2.886229991198469014e-01, -1.465359098701002338e+00
2.958946841606280032e+01, 4.472248971874636680e+01, -8.717089892684097663e+01, -2.506083681279395181e-01, 3.726631936044862980e-01, 1.620290336865681247e-01
2.943966202592950832e-01, 7.267753642177776641e-01, 2.048361506918426667e+00, -2.992422999652782356e-01, -4.878116343238075858e-01, 3.958892487918334258e+00
-7.021677327502368060e-02, -2.271016568678854985e-01, 1.763036918937484210e-01, -1.212415327504543228e-01, 1.604813856390125415e-01, -9.891162172472175995e-02
-9.684495976912490534e+00, -6.719804403661443359e+01, 2.558087227235581906e+00, 1.280553386703915941e-01, -6.265699306910232696e-04, 1.218914644163403421e-01
9.366096083650189641e+00, 6.289082141155952144e+01, -4.131981731807726277e+01, 4.396322437426060901e-03, -1.817130865834424777e-02, -4.160938904758901789e-03
-1.989381660982299183e+00, -6.815993920443615961e-01, -5.998950434539741527e-01, 1.140381950770417117e-02, -4.129739716192167530e-03, -1.703640613357981781e-02
-2.679362481856740123e+04, -1.159230867527990449e+04, 1.041190566026377492e+05, 4.091125898682288452e-03, 1.056191819595259096e-02, 1.109783617374538595e-02
-1.503957067433965289e-01, -1.685445163485816300e+00, -5.033446094482683542e+00, -1.735345211897871553e-01, 2.241778677396324138e-01, -4.285078610741106520e-01
1.774799650842775675e-02, 2.631205063792991898e-03, 2.056832007655043891e-03, 3.320280155935659283e-02, 7.986156182667355496e-01, 2.174143792260287145e-01
-2.852814562017581546e-01, 8.472962505578420789e-01, -3.708291219458648702e-01, 9.793602517392178963e-02, -1.045950654694691034e-01, -1.316736581684166407e-01
-4.046612849304265236e-02, 2.578575940125702251e-02, 7.946014649373198124e-02, 2.102137293036304477e+00, -1.293943498837472283e+01, 7.997425178604590457e+00
5.400828361981798581e-03, -6.786004618937610533e-02, -1.230034750256474817e-02, -5.587983530483700001e+00, -8.891596535615814645e+00, 1.039824666340977544e+01
-5.949775347035751033e-02, 4.270212834512099320e-02, 3.883153147222209167e-01, 9.885509188313487683e-02, -6.714331192703228146e-02, -4.337975338341000520e-02
-4.161327695709046282e+01, 7.070797134310873844e+01, 3.466684735726025934e+01, 5.521507591163682394e-01, -1.510351423605320820e+00, 6.193548817828166131e-01
-1.053138913804784436e-02, 5.254532991901829098e-01, 9.886872796728850554e-01, -6.608677818885700717e+00, -3.364699287386205828e+00, -2.558381112129718971e-01
-9.514495560065009405e-01, -2.631160897499589812e-01, 2.578725493709204675e-01, 5.639605953874775313e-02, -5.490756679799849493e+00, -4.447663855807399536e+00
-1.368095307999626797e+01, 3.834114190020214141e-01, 6.215448478886570882e+01, 3.093627632101925151e-02, -2.855558291391586678e-01, 3.867669738189748463e-01
